step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,type,nameOrig,nameDest,isFraud
66.0,5878256.36906289,10065365.468015505,0.0,0.0,0.0,CASH_OUT,C1159802606,M5100891794,1
141.0,226722.2159360371,0.0,0.0,0.0,0.0,CASH_OUT,C9337754541,M2849998787,0
215.0,45944.00838449248,0.0,0.0,0.0,0.0,CASH_OUT,C5500482775,M3554402384,0
351.0,6937.928860156919,3985532.6296215896,0.0,0.0,0.0,CASH_OUT,C1683883809,M55428085,0
181.0,79202.46036219371,0.0,0.0,0.0,0.0,CASH_IN,C865162619,M8659027591,0
386.0,3025166.14725907,5399414.684729188,0.0,0.0,0.0,CASH_OUT,C7184677055,M355301104,1
400.0,255255.23804533208,0.0,0.0,252589.4898935184,1512573.236803638,DEBIT,C9678085645,M6933244071,0
179.0,1403039.460845037,32804207.49,21748703.47305344,0.0,6899687.742466653,CASH_OUT,C3515560274,M7178516877,0
605.0,129244.29840723285,36457.86700742562,0.0,0.0,0.0,TRANSFER,C6778334199,M5087557918,1
275.0,3949.3034913343795,203.09784662417476,0.0,0.0,0.0,PAYMENT,C1469653258,M7052060,0
12.0,4364.783103335781,0.0,0.0,0.0,0.0,PAYMENT,C6915503870,M8003053289,0
685.0,18523.871455011897,20916.907537753494,5228923.068869661,0.0,0.0,DEBIT,C977505808,M3446685880,0
591.0,316285.8000950575,0.0,0.0,14266268.762593579,11473452.596932054,TRANSFER,C890691197,M9946511183,0
310.0,26196.52821721935,0.0,0.0,0.0,0.0,CASH_OUT,C8139201453,M6962778367,0
236.0,98761.03243391233,0.0,0.0,0.0,0.0,TRANSFER,C6500666700,M5231795335,0
688.0,112426.00219793094,8784132.666521631,32768790.41173878,0.0,0.0,CASH_OUT,C5122465034,M5832743917,0
671.0,1765730.787690327,6524247.915586656,0.0,2995008.092097394,3154614.627669324,TRANSFER,C232129581,M2417240373,1
203.0,396664.9710945567,0.0,0.0,160936879.04071802,114865947.58196738,PAYMENT,C414496358,M9755378094,0
672.0,96879.34534668164,20284.438583649386,0.0,0.0,0.0,TRANSFER,C4703574992,M16620631,1
275.0,215034.47519838891,0.0,0.0,0.0,0.0,PAYMENT,C562148670,M2888640426,0
323.0,1283340.7995692967,9881.406236804149,0.0,158842004.9153501,168007882.95605278,PAYMENT,C9283132693,M8025469008,0
62.0,62348.61094695389,85797.54966526853,0.0,0.0,0.0,CASH_OUT,C940171241,M3796849709,1
205.0,17801.465853116242,0.0,0.0,0.0,1081329.722841595,PAYMENT,C108179722,M2571807262,0
327.0,212700.20332306414,77903.1370601558,0.0,0.0,0.0,DEBIT,C6922031553,M3147515062,0
162.0,2529.748797518748,0.0,0.0,0.0,0.0,DEBIT,C5646143849,M2090150758,0
280.0,22163.9423227461,7561403.414253581,21584882.225262728,0.0,0.0,DEBIT,C1246862230,M8959129459,0
401.0,15179.18467027311,51879.26766629631,6576739.209190663,0.0,0.0,PAYMENT,C8199477738,M2758481501,0
238.0,8883.616268859296,0.0,0.0,0.0,0.0,DEBIT,C466755290,M2318740660,0
681.0,171147.06569298246,1145221.0086330783,0.0,0.0,1410655.0507038813,PAYMENT,C6534966762,M9911410250,0
208.0,16599.37756059355,0.0,0.0,332514.8784748026,141117.18916626403,CASH_OUT,C1177729575,M5572802729,0
547.0,1808.6936592573588,0.0,0.0,0.0,0.0,PAYMENT,C6264789079,M3883431669,0
156.0,13296.235167690473,32804207.49,32825149.769269533,0.0,0.0,DEBIT,C7964948949,M9232698406,0
20.0,33060.6079683162,32685994.075000294,0.0,0.0,0.0,PAYMENT,C8931139674,M1190161318,0
656.0,3020460.654335881,1649425.2229302106,0.0,0.0,0.0,CASH_OUT,C9865751521,M2825932782,1
155.0,66318.94500447038,0.0,0.0,0.0,0.0,PAYMENT,C260596748,M8464047169,0
136.0,28160.711988641575,0.0,0.0,11025243.859258225,1102364.62741519,DEBIT,C9381597902,M7501725575,0
352.0,11139.947506820874,11300085.266167367,244224.9169911067,0.0,0.0,PAYMENT,C5220672731,M6895199158,0
161.0,665.1390038765229,26018645.448276825,0.0,0.0,0.0,PAYMENT,C493336015,M4856037206,0
414.0,257499.2593822762,590632.0876652896,0.0,0.0,0.0,TRANSFER,C371729743,M4626851159,1
187.0,56.05617590354284,0.0,0.0,0.0,0.0,PAYMENT,C5525581874,M4585455304,0
428.0,18157.387151383205,8045.30001324156,0.0,0.0,0.0,DEBIT,C2585858817,M2307557799,0
262.0,33459.961564865895,14758.166322518915,0.0,0.0,0.0,DEBIT,C2783692025,M241957399,0
161.0,57012.53691301644,0.0,0.0,0.0,0.0,DEBIT,C4497262088,M3860145080,0
591.0,1003834.1852011504,0.0,0.0,166711700.668006,168058507.38,CASH_OUT,C4633706232,M995351012,0
298.0,155503.16434766538,0.0,0.0,0.0,0.0,DEBIT,C8554653309,M3346914105,0
187.0,265863.446372347,0.0,0.0,5943405.523219749,155595155.1054232,PAYMENT,C3788114781,M5398285307,0
119.0,2185337.1707578013,1941372.4609344522,0.0,0.0,0.0,TRANSFER,C8732362273,M753410025,1
36.0,228731.79574696894,353482.1627762517,0.0,4714740.544798597,1130664.493238397,CASH_OUT,C9413114647,M5972667752,0
255.0,8511.28197305978,71350.36607949104,0.0,0.0,0.0,DEBIT,C2257427408,M7982312273,0
323.0,50061.22917517839,0.0,0.0,1603344.5051651993,2161148.033186736,DEBIT,C787309172,M9074618123,0
276.0,62226.60374211245,11278.167334966987,0.0,0.0,0.0,DEBIT,C5524562026,M7646533832,0
403.0,244284.8340573846,0.0,0.0,2871782.6677950933,0.0,PAYMENT,C3089527672,M9054074556,0
418.0,135317.4096940807,200174.1964509995,0.0,0.0,0.0,CASH_OUT,C7189936502,M6067625291,1
510.0,24622.07994995926,56695.75624067994,0.0,0.0,0.0,TRANSFER,C6748758734,M5657709413,1
282.0,245473.75453095316,0.0,0.0,55979.541306930565,18520932.03518381,TRANSFER,C8701173802,M8233494480,0
347.0,230787.16944956017,459.6579863442075,0.0,0.0,3114513.516162471,DEBIT,C6502676247,M6129436996,0
572.0,3324312.0966105345,3446696.253777729,0.0,0.0,0.0,TRANSFER,C316535629,M9662610695,1
237.0,173488.171138015,151730.70703434318,0.0,0.0,183059.27932037832,TRANSFER,C1381986917,M5122807983,1
236.0,6983.075407234506,41038.24642478029,1569129.0307139407,0.0,0.0,CASH_OUT,C4487296568,M8880014401,0
136.0,355946.75911179493,25053.186046332292,0.0,0.0,0.0,CASH_OUT,C8087511526,M9690097490,0
256.0,9600.880451690487,0.0,0.0,0.0,0.0,PAYMENT,C4124589108,M9025430703,0
96.0,13570.748572593366,32801835.144830454,23347768.292893924,0.0,0.0,CASH_OUT,C127133429,M7355831206,0
325.0,57719.878826163804,0.0,0.0,0.0,0.0,DEBIT,C3230141081,M1989391542,0
244.0,19958.747474661184,39488.93300285349,0.0,0.0,0.0,CASH_OUT,C9950613712,M810652656,1
289.0,645429.2906431175,310516.0172000929,0.0,0.0,0.0,TRANSFER,C9123014212,M9283899484,1
370.0,249599.28301105334,10355021.398536125,0.0,0.0,127085.95684927767,TRANSFER,C4708172765,M4204362494,0
309.0,3591.4202432249244,0.0,0.0,0.0,0.0,DEBIT,C4216832667,M824624989,0
297.0,19974.494064852617,1398.113486441364,0.0,0.0,0.0,CASH_OUT,C2544687677,M4059000969,0
160.0,1119023.1019827584,0.0,0.0,165701413.02269778,140139199.21221107,TRANSFER,C4172302738,M5323772559,0
305.0,79367.44318499873,0.0,0.0,0.0,0.0,CASH_OUT,C3168471784,M5556186596,0
519.0,1990699.2871893942,916317.7077381117,0.0,0.0,0.0,TRANSFER,C575859655,M688350980,1
41.0,11733.886828733637,0.0,0.0,11.49028173331753,2718352.631173718,DEBIT,C8269423512,M6696142071,0
106.0,190172.84514537777,160917.98327141601,0.0,0.0,0.0,CASH_OUT,C2735473345,M1910293292,1
204.0,11031.893488362039,7286882.454150029,0.0,0.0,0.0,CASH_OUT,C8742575236,M4113847489,0
290.0,38768.705908693286,849210.1220244352,0.0,0.0,0.0,DEBIT,C206019550,M5996893557,0
573.0,143110.6889012325,16884.37256724501,0.0,11592810.930367347,493366.4235451785,PAYMENT,C8079508507,M3206747880,0
349.0,931194.1110289046,365049.5809497362,0.0,0.0,0.0,CASH_OUT,C2817292743,M454172531,1
39.0,95860.97741117173,0.0,0.0,0.0,0.0,CASH_OUT,C2830745410,M4901996432,0
40.0,15592.846863179886,3319284.8214722835,0.0,608189.4286064176,561256.288368551,PAYMENT,C5039193139,M524779228,0
240.0,2209322.567636316,0.0,0.0,12453593.780242711,12248086.467551906,PAYMENT,C8932488283,M3085808821,0
133.0,4520.5190896087,113267.30612831384,0.0,0.0,0.0,DEBIT,C6335514432,M5772484464,0
207.0,264751.17763038765,0.0,0.0,0.0,236592.95609582274,PAYMENT,C4459905750,M1834784253,0
11.0,152185.0425621073,100438.3671248242,0.0,306302.2955966252,72703.80320032536,PAYMENT,C4716931815,M3307678692,0
358.0,1628604.4888567287,1444847.8691298305,0.0,0.0,0.0,TRANSFER,C1400781582,M9100517844,1
299.0,101882.39008169819,1166616.775884017,0.0,0.0,0.0,DEBIT,C260528193,M2159576504,0
118.0,64809.390232432925,73040.40856277481,0.0,0.0,0.0,CASH_OUT,C4511027517,M7309919157,1
393.0,22144.58769794219,199458.8342476375,0.0,0.0,0.0,CASH_OUT,C2635730683,M4111845307,0
376.0,103365.72683725323,31160470.276229937,26621836.06348844,4160457.610237105,11093.49793722289,DEBIT,C4244099688,M560568586,0
692.0,120939.58854752792,66865.89117883901,0.0,0.0,0.0,TRANSFER,C4494654898,M6337031983,1
415.0,9464659.02980901,4751379.079016369,0.0,0.0,23090.866212994068,CASH_OUT,C4272971031,M1621660349,1
186.0,421786.0754288426,0.0,0.0,0.0,73200.03279980009,DEBIT,C4358211321,M2955509088,0
260.0,5397.148365656774,0.0,119817.61651624073,0.0,0.0,PAYMENT,C5097458199,M1063176762,0
514.0,363426.8394666121,53409.433018875345,0.0,1978757.822778458,53998463.236187235,DEBIT,C4347426433,M3286236629,0
185.0,4090.481627248775,0.0,0.0,0.0,0.0,DEBIT,C6126563315,M8185864940,0
257.0,10577.158930290469,23241061.16718351,8511.429198569796,0.0,0.0,DEBIT,C8828428390,M6352568688,0
154.0,152218.01065304226,0.0,1092184.5487465318,9150843.895892393,472754.43129028904,PAYMENT,C8144028945,M1008439396,0
236.0,553140.6170071169,0.0,0.0,157640084.8428573,168058507.38,DEBIT,C1905215536,M1104973254,0
614.0,138345.5934987625,0.0,0.0,0.0,0.0,PAYMENT,C3239995110,M5831736233,0
250.0,226118.90702754477,832365.7793436053,0.0,0.0,0.0,DEBIT,C3745054901,M6646599375,0
401.0,285249.3061151713,99884.46764049595,0.0,0.0,0.0,PAYMENT,C8461779518,M4880085032,0
42.0,35299.356109099026,0.0,22981.066630306046,65257.329628295345,0.0,PAYMENT,C7667072026,M5171126486,0
353.0,28331.026151093138,442.36196288119464,0.0,0.0,0.0,DEBIT,C7134321744,M3258040202,0
209.0,81.84610329318568,21595.65336936753,0.0,0.0,0.0,TRANSFER,C2054729343,M4555072389,1
448.0,756802.9621810138,328496.0703395295,0.0,0.0,0.0,CASH_OUT,C7834432339,M6031050980,1
306.0,16167.151490820012,35.47759125168129,0.0,0.0,0.0,DEBIT,C7312456225,M7514989107,0
702.0,398016.4739907445,613201.9553444397,0.0,0.0,0.0,TRANSFER,C5557819705,M625997384,1
230.0,10000000.0,1949651.716306883,0.0,0.0,7906061.942531881,CASH_OUT,C7014720496,M857394741,1
206.0,15145.355349393161,0.0,0.0,0.0,0.0,CASH_OUT,C5454442466,M6531942777,0
19.0,2299.9382624354685,0.0,0.0,0.0,0.0,TRANSFER,C1044548930,M2832796835,0
188.0,369431.1736023376,1588.192431390879,0.0,0.0,992210.447647332,TRANSFER,C1589076485,M2971914291,0
279.0,121051.60748960068,0.0,0.0,55572.224106272624,0.0,PAYMENT,C400164415,M8487077966,0
209.0,20047.857662492188,0.0,0.0,0.0,0.0,PAYMENT,C5726207396,M6433162690,0
371.0,314640.14439045376,0.0,0.0,0.0,0.0,TRANSFER,C4057273780,M9291267501,0
203.0,1756408.4148231484,0.0,0.0,60178.05586619438,12703952.85838522,CASH_OUT,C2478943714,M2062160852,0
419.0,131.5432733460321,36293.58946250556,0.0,211077228.4204927,236726494.66,TRANSFER,C3166787921,M9810916798,1
130.0,12105.125890626103,3811255.9538654713,0.0,89524.50887619657,255670.9901767784,CASH_OUT,C8200244507,M6950015881,0
586.0,35103.122331421364,57321.26137151946,0.0,0.0,0.0,TRANSFER,C3243094409,M3262449796,1
137.0,98189.32816999767,6274.815106032028,0.0,0.0,27057.995967178493,DEBIT,C7086877136,M1068329164,0
234.0,2208.8489004862436,0.0,0.0,0.0,0.0,DEBIT,C653488576,M8481394313,0
370.0,77533.45121720432,22203554.957480013,6431319.917104408,0.0,0.0,TRANSFER,C9737625355,M3972861510,0
236.0,383687.208344321,0.0,0.0,0.0,0.0,DEBIT,C7717988679,M9266324825,0
491.0,90941.10779139161,99722.9259852124,25372845.2659778,0.0,0.0,CASH_OUT,C5666339733,M4988715618,0
597.0,143208.56303937576,1073.3728578818088,0.0,10572643.626123182,27975251.50345522,CASH_IN,C7407153418,M5100102403,0
184.0,204902.76350692214,0.0,0.0,0.0,0.0,CASH_OUT,C9107345005,M9462652309,0
331.0,3609.6812682748764,0.0,0.0,0.0,0.0,CASH_OUT,C8600904934,M4515336528,0
619.0,3028148.7767622666,6576943.669139342,0.0,0.0,0.0,TRANSFER,C8057348289,M7985876174,1
166.0,193816.6324699409,156.0532909693302,0.0,5247942.2109632045,13467006.618371563,DEBIT,C4724456386,M7410925654,0
17.0,4738.156465500549,725629.310433321,0.0,581198.3236210244,131991.1662955929,PAYMENT,C6415034167,M9676411727,0
251.0,302371.6897309886,32803623.64415654,323160.03518855746,0.0,0.0,PAYMENT,C3051421751,M2874249327,0
444.0,4643.814132844585,53557.40903791112,0.0,86348887.89151236,3496353.3070283644,TRANSFER,C198166486,M7233598554,1
594.0,13897.345626095748,19601105.54034733,0.0,0.0,0.0,PAYMENT,C2686181274,M6817110936,0
184.0,42565.60178139699,5840.9927965904,0.0,0.0,0.0,DEBIT,C9185178186,M1541076819,0
228.0,153861.23580580158,0.0,0.0,0.0,0.0,DEBIT,C1660056360,M7738980222,0
234.0,251224.90461905015,51019.80313019517,0.0,0.0,301076.6589865475,CASH_OUT,C5910277914,M7256219920,0
182.0,7110.866861943662,159964.05330117905,0.0,0.0,0.0,CASH_OUT,C4523809301,M7527792796,0
677.0,74007.76852206068,176474.92555963068,0.0,47142.63070375753,3188850.0622269013,CASH_OUT,C887577579,M4270252858,1
11.0,204570.84124972773,0.0,0.0,3690357.1335409977,42515.02671795686,CASH_OUT,C3683377256,M4468361737,0
179.0,263307.5253714241,19684433.14960046,8192545.245052571,42094.62458550352,226187.52534853213,DEBIT,C543312215,M1845490514,0
371.0,542681.9097373321,63481.927558050746,0.0,166741803.87,168058507.38,PAYMENT,C2185536841,M8018335445,0
261.0,22962.775824567678,28779131.78465293,249034.933252273,0.0,0.0,CASH_OUT,C2753785858,M5344598226,0
279.0,6904.85740066664,0.0,0.0,0.0,0.0,PAYMENT,C1818035695,M4108083235,0
155.0,59445.198488667564,500810.739921197,0.0,0.0,0.0,DEBIT,C4767387336,M3745192983,0
424.0,231313.05003455246,0.0,0.0,1909157.1001009636,100362399.70370719,PAYMENT,C1082166345,M3400907157,0
358.0,2108.9330846119133,0.0,0.0,0.0,0.0,PAYMENT,C4898892413,M4054056898,0
162.0,1325.3924168885947,0.0,0.0,0.0,0.0,DEBIT,C4197126809,M4293149660,0
283.0,238584.12805026307,50094.40376597858,0.0,15396386.98923353,47697004.55142056,PAYMENT,C8226389428,M2188234643,0
280.0,132712.5988430358,22853965.678585105,4514549.311261257,0.0,0.0,PAYMENT,C4391681600,M9720155162,0
397.0,2248747.281903831,949334.8144249613,0.0,740557.5098389015,6393747.644011006,CASH_OUT,C7344798811,M9942503092,1
94.0,9789.268874684578,32804207.49,355094.58155679965,0.0,0.0,CASH_OUT,C2282700324,M1253579516,0
140.0,45527.34488888606,0.0,0.0,0.0,0.0,PAYMENT,C7495760810,M5995296829,0
263.0,14542.212400075727,32777964.49457255,32851957.89,0.0,0.0,DEBIT,C5347652802,M2781808061,0
160.0,1146773.8870476466,1320555.887933057,0.0,0.0,1644969.3453389893,CASH_OUT,C8764073075,M2640444509,1
17.0,177505.49241640617,0.0,0.0,0.0,186252.04396508785,TRANSFER,C7032831513,M1771587250,0
200.0,221079.6031850459,227149.02518347144,0.0,1699009.3296003372,10139269.671149122,CASH_OUT,C2780029439,M4712872783,1
369.0,228667.68076418273,0.0,0.0,240133.99687958768,4856469.99512153,TRANSFER,C198176840,M6929909233,0
275.0,100169.2812381696,0.0,0.0,439157.5241493069,458044.74049421615,DEBIT,C2702938890,M3624373381,0
240.0,113828.8197120285,0.0,0.0,0.0,1339693.4993240251,DEBIT,C9955907412,M3868326598,0
731.0,699547.4890372447,404689.0750856481,0.0,0.0,0.0,CASH_OUT,C8292014627,M3099826159,1
310.0,1101.7443331233587,0.0,0.0,0.0,0.0,TRANSFER,C9888643856,M3384655493,0
255.0,324797.7798776286,0.0,0.0,0.0,0.0,DEBIT,C9816322141,M5251705633,0
156.0,142133.55969498612,22033262.761113185,3203217.6201941352,152009218.95962662,4903776.210603496,PAYMENT,C2553889979,M6899241205,0
235.0,26180.48409769468,5805859.390131679,0.0,0.0,0.0,DEBIT,C4824850204,M6805188967,0
134.0,142661.87568054118,0.0,0.0,0.0,0.0,CASH_OUT,C7312250756,M7502466882,0
278.0,65739.00379258662,1530883.6625863637,0.0,202345.16056180472,0.0,DEBIT,C6793214027,M9626230892,0
429.0,9964.048789180184,0.0,0.0,0.0,0.0,CASH_OUT,C4063590215,M2734411256,0
52.0,86194.11868039919,639110.6129947031,0.0,0.0,0.0,TRANSFER,C2180597191,M8214351638,1
380.0,423240.4165744646,0.0,0.0,222668.99286437902,1128581.1135210146,PAYMENT,C2009445387,M3958719751,0
346.0,3438.2753176838382,0.0,0.0,0.0,0.0,PAYMENT,C7104284994,M7269658674,0
154.0,4872.7440348891205,0.0,0.0,0.0,0.0,CASH_OUT,C2748187172,M2735477695,0
356.0,266433.9073053977,0.0,0.0,14465126.261569897,9979005.356422763,PAYMENT,C2949424133,M8036982610,0
159.0,487391.64933652483,654653.2805591426,0.0,0.0,0.0,TRANSFER,C1438406136,M5874615104,1
684.0,246195.93067690887,0.0,0.0,3057201.936318143,481715.86436458724,DEBIT,C7299794301,M4855572834,0
335.0,3278188.8685321743,2665655.1339740665,0.0,0.0,5359937.638128896,TRANSFER,C3029396533,M6889977584,1
191.0,22289.05891014526,6868977.872824862,39588.52484023446,0.0,0.0,DEBIT,C6102038978,M1860270319,0
563.0,34926.09113048618,84818.60715314798,0.0,0.0,0.0,TRANSFER,C3600609394,M8991359226,1
372.0,257426.45318838855,0.0,0.0,0.0,0.0,DEBIT,C9986945318,M4960622880,0
280.0,30999.88056331395,32583098.012763787,26684701.61922805,346652.59578238975,13820104.741246574,TRANSFER,C7940364531,M9461616304,0
163.0,5975.6808756450455,32735636.89681434,4937824.926821272,0.0,0.0,CASH_OUT,C3601406600,M8479231638,0
279.0,893191.652716882,379465.1248404849,0.0,0.0,113337.7879949186,TRANSFER,C8164727789,M7466749250,1
530.0,107085.50896159996,285446.33484740974,0.0,0.0,0.0,CASH_OUT,C7325414841,M8456355983,1
211.0,2563512.079014297,0.0,0.0,166527857.71526527,168058507.38,CASH_OUT,C4655212985,M1006166115,0
284.0,240426.95875455605,310371.53218778677,0.0,0.0,0.0,TRANSFER,C3192686868,M3621899178,1
366.0,1809778.2100957283,32674976.60320047,0.0,22763954.990424246,167952594.13099772,PAYMENT,C2923949929,M2192947954,0
236.0,2001.1514462924358,0.0,9974321.51144594,0.0,0.0,TRANSFER,C5589673393,M7479952039,0
132.0,236236.7907489025,3566203.3984442153,0.0,0.0,0.0,CASH_OUT,C3836780627,M4598987188,0
283.0,21587.122627666857,0.0,0.0,3205178.119720696,0.0,PAYMENT,C3807408213,M765251870,0
209.0,6306.500472730741,4948451.153355016,9507706.26133345,0.0,0.0,DEBIT,C4836029968,M4592719458,0
161.0,29578.464984096332,0.0,0.0,0.0,0.0,DEBIT,C8193121560,M9690047912,0
180.0,9679.978548181876,0.0,0.0,0.0,0.0,DEBIT,C6502507523,M3884205524,0
208.0,453001.57378018077,0.0,0.0,165083502.94044137,167974975.51131213,TRANSFER,C647907342,M8570422426,0
228.0,9558.860748992694,0.0,0.0,0.0,0.0,PAYMENT,C7616879582,M2895483798,0
299.0,8974.157008183623,26054662.44775524,5204859.429025211,12191153.309130821,163644.7967901347,CASH_OUT,C187960900,M9954887377,0
471.0,75751.25115316737,234884.7050733413,0.0,0.0,1132763.485417123,CASH_OUT,C2740964835,M7068226349,1
201.0,11162.025711512955,0.0,0.0,0.0,0.0,DEBIT,C3376270051,M7342035450,0
15.0,5014543.758172823,6351014.745341255,0.0,0.0,0.0,TRANSFER,C4564774844,M5556867414,1
15.0,140854.1046383485,0.0,0.0,21666522.638654027,3614976.348741206,PAYMENT,C9979315089,M7026987338,0
398.0,116801.3638848257,0.0,0.0,0.0,0.0,TRANSFER,C9060432642,M9590006070,0
636.0,107216.84637544582,161141.65047892,0.0,0.0,0.0,TRANSFER,C9988229159,M8059021869,1
130.0,35464.58766863689,0.0,0.0,0.0,43054.61177390525,DEBIT,C2648564337,M188306912,0
585.0,82664.29631572246,35346.06184954539,0.0,0.0,0.0,TRANSFER,C698997909,M5523024133,1
405.0,49533.30210943718,0.0,0.0,0.0,0.0,CASH_OUT,C7878047796,M8799331939,0
547.0,148679.2118354878,20294.868174531926,0.0,3188938.289262727,0.0,DEBIT,C2892361509,M6730171815,0
282.0,115787.95985053753,128445.79907744928,0.0,0.0,0.0,CASH_OUT,C6583779948,M5883363120,1
233.0,12561.38139120672,0.0,0.0,0.0,0.0,DEBIT,C8975282673,M8756627339,0
594.0,15934.015148340715,38593.43991672276,0.0,0.0,0.0,CASH_OUT,C1763928978,M6639115096,1
154.0,307522.3339029623,14989715.838477554,207701.01956431026,0.0,55339.02120582505,PAYMENT,C3002886264,M296428198,0
282.0,270075.2736608198,0.0,0.0,517620.21794136346,0.0,PAYMENT,C9525861079,M7445182678,0
402.0,151852.1796964521,0.0,0.0,31967.780129106766,903552.2564046041,TRANSFER,C6462592840,M2372147994,0
133.0,72513.74386639745,0.0,6866579.275576526,0.0,0.0,PAYMENT,C7512714520,M7993947623,0
404.0,33499.73278853204,0.0,0.0,0.0,0.0,DEBIT,C3724278360,M1344616657,0
44.0,84704.15476705163,0.0,0.0,0.0,0.0,PAYMENT,C6525381049,M7136521192,0
227.0,8153.814106668624,0.0,0.0,0.0,0.0,DEBIT,C1730575115,M3628879215,0
595.0,161402.50244904507,5064265.61286918,0.0,0.0,0.0,TRANSFER,C5020944238,M2184755788,0
252.0,174622.2458340721,7430487.387373615,0.0,1298552.5999355705,4070256.433667424,DEBIT,C180532902,M9631850568,0
256.0,226613.24986979013,0.0,0.0,0.0,0.0,PAYMENT,C459328814,M4181733725,0
34.0,11.062637986526438,0.0,0.0,0.0,0.0,CASH_OUT,C2418080348,M2609623605,0
324.0,401770.28643934336,0.0,0.0,0.0,0.0,CASH_OUT,C7857348987,M2380022329,0
260.0,123035.2645879083,0.0,0.0,0.0,0.0,PAYMENT,C178593567,M1113743481,0
413.0,2294912.359589738,346777.85230287776,0.0,850469.2577885491,0.0,CASH_OUT,C4923430306,M6245378446,1
277.0,4668.581770649954,6989555.631240229,0.0,0.0,0.0,CASH_OUT,C2087986736,M5361352335,0
160.0,216792.8891177865,0.0,0.0,0.0,0.0,PAYMENT,C3920386064,M1241134934,0
330.0,216358.87464643532,28301097.375715792,23245164.28844102,0.0,0.0,CASH_IN,C7057292754,M9316412245,0
209.0,13916.281796347095,0.0,0.0,0.0,0.0,PAYMENT,C5808078005,M2304687599,0
252.0,8585.960808016189,0.0,0.0,2813964.0282507828,0.0,PAYMENT,C5537334231,M791072731,0
163.0,210330.43099030998,0.0,0.0,405368.359443048,25968460.852427356,DEBIT,C8955492280,M4655387741,0
106.0,10000000.0,1118516.487970988,0.0,0.0,0.0,TRANSFER,C1342722280,M5345645739,1
278.0,8481.127818859519,22559.611886406983,0.0,0.0,0.0,PAYMENT,C2547464739,M8231325820,0
238.0,3504.502528484226,0.0,0.0,0.0,0.0,PAYMENT,C3566123849,M4228861127,0
285.0,48140.04350944928,0.0,0.0,542878.330953669,2430716.9233111315,PAYMENT,C309270076,M8972766685,0
728.0,916396.8667645218,2713104.2441125372,0.0,0.0,0.0,TRANSFER,C5849953121,M1492845136,1
307.0,8302993.171329488,1692539.8345421373,0.0,0.0,0.0,TRANSFER,C2934871250,M3835574851,1
199.0,1008079.6432065715,263048.73372339155,0.0,0.0,0.0,TRANSFER,C120402644,M2210479677,1
229.0,82588.2843152613,32802370.746223252,169046.6580211848,0.0,0.0,TRANSFER,C1738752863,M9621035426,0
350.0,78945.0188474798,0.0,0.0,0.0,0.0,DEBIT,C3587780566,M4883298595,0
7.0,10405.800031026673,0.0,0.0,0.0,0.0,TRANSFER,C7622681114,M8483489165,0
324.0,1607.0625581291515,0.0,0.0,0.0,0.0,PAYMENT,C3532767009,M3441868573,0
322.0,13997.727127102513,13819.133815676501,0.0,0.0,0.0,DEBIT,C9318935758,M4309826273,0
158.0,261974.95907785877,0.0,0.0,0.0,1297029.0246007591,DEBIT,C1078768766,M7010456726,0
207.0,181016.79840621236,0.0,0.0,57353527.39373298,10515682.299089842,DEBIT,C7769552077,M1211025839,0
325.0,6460.554190338417,1329.0347222355515,0.0,0.0,0.0,PAYMENT,C5462250803,M5354043985,0
372.0,164515.4612807283,0.0,0.0,0.0,0.0,PAYMENT,C9522921117,M3646867000,0
399.0,5997.598323795693,0.0,0.0,0.0,0.0,DEBIT,C334534814,M2262050449,0
178.0,70430.04379522742,0.0,0.0,1759031.8112635731,0.0,PAYMENT,C3940327643,M8700507981,0
43.0,157946.82128001202,0.0,0.0,0.0,18966510.303228274,DEBIT,C9038851151,M7318303048,0
20.0,214140.04482119338,0.0,0.0,0.0,0.0,PAYMENT,C2654670154,M6655758578,0
495.0,4489.7458231129,1762.0057782239037,0.0,0.0,0.0,TRANSFER,C2892609430,M2831021639,1
395.0,212626.83211059173,32804207.49,240742.84814948565,369449.4858529081,6308119.892343754,PAYMENT,C6711988902,M1464464001,0
47.0,459074.0418314278,1117894.104295568,0.0,2050739.9025505632,44400.30503468822,TRANSFER,C3017116709,M9879523587,1
263.0,10000000.0,10000000.0,0.0,0.0,146298.87928315595,CASH_OUT,C6313057940,M7369860061,1
158.0,213819.6088915523,0.0,0.0,2581994.90687692,73736.27422870716,PAYMENT,C1091708709,M366268883,0
261.0,11048.361736971488,0.0,8610267.7431363,0.0,0.0,TRANSFER,C2458331362,M42046495,0
204.0,1174596.0166683008,82234.28455376578,0.0,3486723.353328302,751279.6283328016,CASH_OUT,C7735601516,M4355517933,0
10.0,33539.616398110884,4717824.540217698,0.0,0.0,0.0,PAYMENT,C6811726456,M4092775147,0
326.0,39129.82566056202,0.0,0.0,0.0,0.0,PAYMENT,C402383704,M9181807166,0
161.0,5781.065284969321,7308897.66572159,7561812.8141240375,0.0,0.0,PAYMENT,C9126639164,M3449868019,0
132.0,421089.89934656303,0.0,0.0,1277349.711773004,969364.7532237603,DEBIT,C9143581711,M8750189797,0
332.0,8204.503474644,0.0,0.0,0.0,0.0,DEBIT,C1822372713,M3450529305,0
140.0,222573.07522184294,4240.088480651243,5220.61850361402,0.0,0.0,PAYMENT,C8769125346,M6701149338,0
