step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
15,CASH_OUT,222401.0,C11168327,466807.48,244406.47,C1713489043,72009.76,294410.76,0,0
335,DEBIT,4592.99,C1149645055,6095.0,1502.01,C813411743,7230318.47,7234911.46,0,0
686,CASH_OUT,134227.05,C814528974,134227.05,0.0,C1989640257,2789107.98,2923335.03,1,0
349,PAYMENT,15848.41,C1749268031,153893.02,138044.61,M456426121,0.0,0.0,0,0
186,CASH_OUT,210892.38,C31961385,0.0,0.0,C1568741999,849302.95,1060195.34,0,0
476,CASH_OUT,468599.79,C360538311,468599.79,0.0,C1834951696,37278.5,505878.3,1,0
528,TRANSFER,501101.41,C1409061891,501101.41,0.0,C1663472922,0.0,0.0,1,0
156,CASH_OUT,27061.31,C599134630,0.0,0.0,C2015098741,72744.19,99805.5,0,0
374,TRANSFER,43645.69,C865693269,0.0,0.0,C736088986,503471.76,547117.45,0,0
707,CASH_OUT,3049753.79,C91165547,3049753.79,0.0,C29787245,600657.15,3650410.94,1,0
235,PAYMENT,2265.25,C643290258,275406.1,273140.85,M1570512788,0.0,0.0,0,0
16,PAYMENT,2974.09,C1399210312,11591.0,8616.91,M794616771,0.0,0.0,0,0
407,CASH_IN,170281.94,C2087624765,4673356.67,4843638.61,C442476645,1487336.92,1317054.97,0,0
165,TRANSFER,1869237.83,C975058065,1869237.83,0.0,C1510104619,0.0,0.0,1,0
378,CASH_IN,18292.09,C199759845,26653907.8,26672199.89,C117567178,210618.01,192325.92,0,0
325,CASH_IN,73712.28,C1542488345,7516295.84,7590008.12,C1724221969,966136.12,892423.84,0,0
122,TRANSFER,994676.91,C145252938,994676.91,0.0,C2046097949,0.0,0.0,1,0
399,CASH_IN,342880.18,C2120146079,81092.0,423972.18,C2112096423,203347.41,0.0,0,0
327,PAYMENT,5194.66,C513230447,0.0,0.0,M1571241548,0.0,0.0,0,0
377,CASH_OUT,16342.22,C165518587,0.0,0.0,C793524474,1321763.52,1338105.75,0,0
235,CASH_OUT,278850.53,C40717653,10224.0,0.0,C1979147667,148106.35,426956.87,0,0
405,CASH_OUT,199952.03,C22818654,0.0,0.0,C1079208050,1863627.42,2063579.45,0,0
623,TRANSFER,58050.78,C1136541649,58050.78,0.0,C667841585,0.0,0.0,1,0
691,CASH_OUT,1518718.03,C444193211,1518718.03,0.0,C2126573735,0.0,1518718.03,1,0
542,CASH_IN,137964.09,C320621073,2563040.37,2701004.46,C160250834,1024537.98,886573.89,0,0
359,CASH_OUT,105733.45,C1248586428,105733.45,0.0,C1550187391,934471.58,1040205.03,1,0
371,CASH_OUT,135836.21,C1646413392,0.0,0.0,C361761396,2583871.74,2719707.96,0,0
42,PAYMENT,13263.81,C866278032,0.0,0.0,M1704911424,0.0,0.0,0,0
499,CASH_OUT,488243.65,C1968880739,488243.65,0.0,C897542866,0.0,488243.65,1,0
143,CASH_OUT,126931.3,C1204860860,60221.0,0.0,C1852197806,81083.55,208014.85,0,0
606,CASH_OUT,6575903.12,C178762168,6575903.12,0.0,C1955341893,332252.21,6908155.33,1,0
37,CASH_OUT,51265.97,C305510989,0.0,0.0,C995184274,87767.73,139033.7,0,0
87,CASH_OUT,114339.1,C183849466,114339.1,0.0,C1798936808,41413.23,155752.33,1,0
512,TRANSFER,1319703.76,C1305247312,1319703.76,0.0,C2071973719,0.0,0.0,1,0
40,CASH_IN,252737.08,C178698674,17989.0,270726.08,C1774661306,0.0,0.0,0,0
396,CASH_OUT,170509.68,C1661042171,0.0,0.0,C473768539,738735.91,909245.59,0,0
37,TRANSFER,308666.88,C375764881,0.0,0.0,C1151633514,2656046.97,2964713.84,0,0
355,TRANSFER,856818.21,C8322747,0.0,0.0,C1736867261,1182034.63,2038852.84,0,0
181,PAYMENT,6725.23,C491769488,11433.0,4707.77,M1670432620,0.0,0.0,0,0
137,PAYMENT,6807.64,C430924561,0.0,0.0,M613289850,0.0,0.0,0,0
512,CASH_OUT,430207.22,C1698844307,430207.22,0.0,C1470257177,148478.49,578685.71,1,0
416,PAYMENT,1724.32,C1751628017,150591.0,148866.68,M28100824,0.0,0.0,0,0
307,PAYMENT,2266.29,C1947157402,74965.0,72698.71,M1751739264,0.0,0.0,0,0
11,PAYMENT,4294.09,C112458262,1048154.13,1043860.04,M1656317498,0.0,0.0,0,0
473,CASH_OUT,417620.07,C281624402,417620.07,0.0,C197249105,0.0,417620.07,1,0
177,PAYMENT,6036.39,C719684728,0.0,0.0,M653011028,0.0,0.0,0,0
205,CASH_OUT,6442.93,C80685681,0.0,0.0,C121024798,265332.32,271775.25,0,0
402,CASH_IN,159621.06,C2080973968,3515227.62,3674848.68,C1270163844,5013732.22,4854111.16,0,0
283,CASH_IN,235331.47,C729596950,4261966.05,4497297.52,C183684721,601951.12,366619.65,0,0
134,CASH_IN,341710.58,C1020676450,50416.0,392126.58,C225066163,158876.25,0.0,0,0
379,CASH_IN,329307.96,C1978461597,6075220.36,6404528.32,C589311040,7105830.05,6776522.09,0,0
307,TRANSFER,988204.68,C958273270,0.0,0.0,C898232365,1826796.49,2815001.17,0,0
461,CASH_OUT,873356.47,C528486707,873356.47,0.0,C759025632,105657.71,979014.18,1,0
356,CASH_OUT,145762.77,C1248737908,657293.0,511530.23,C1511753499,0.0,145762.77,0,0
490,PAYMENT,10591.01,C468322137,41426.83,30835.82,M2068405533,0.0,0.0,0,0
256,PAYMENT,8167.66,C1874889648,111022.0,102854.34,M1275445517,0.0,0.0,0,0
520,PAYMENT,6572.97,C1109386756,464443.23,457870.26,M1080502307,0.0,0.0,0,0
385,TRANSFER,620512.76,C580395183,620512.76,0.0,C399005937,0.0,0.0,1,0
305,PAYMENT,17922.41,C999333315,27276.0,9353.59,M344005591,0.0,0.0,0,0
378,CASH_IN,127239.25,C271603944,130277.0,257516.25,C1986659801,56311.11,0.0,0,0
354,CASH_OUT,126256.85,C1991599688,0.0,0.0,C2122260856,2814681.72,2940938.57,0,0
354,CASH_IN,50696.25,C1926539376,7813870.72,7864566.97,C269779843,69934.65,19238.39,0,0
349,CASH_IN,270519.08,C773045671,50.0,270569.08,C1966550578,781003.12,510484.04,0,0
737,CASH_OUT,1281113.84,C1346995049,1281113.84,0.0,C1049862186,0.0,1281113.84,1,0
188,CASH_OUT,245435.05,C1539106643,45506.0,0.0,C418830893,795220.23,756312.01,0,0
399,PAYMENT,9783.48,C804406971,0.0,0.0,M347968703,0.0,0.0,0,0
189,PAYMENT,11109.75,C2028724290,286.0,0.0,M953978466,0.0,0.0,0,0
257,CASH_OUT,191832.38,C1550042151,12246.0,0.0,C1764870450,0.0,191832.38,0,0
134,PAYMENT,4350.52,C379968006,2729.0,0.0,M1004272151,0.0,0.0,0,0
18,TRANSFER,137102.11,C429975735,0.0,0.0,C633595446,3893969.69,4031071.79,0,0
305,CASH_OUT,94927.1,C532138964,0.0,0.0,C318031992,999464.13,1094391.23,0,0
563,CASH_IN,229979.21,C891576822,4214.0,234193.21,C556802140,0.0,0.0,0,0
216,CASH_OUT,1697655.62,C578092794,1697655.62,0.0,C266383440,0.0,1697655.62,1,0
131,TRANSFER,414336.96,C102492497,0.0,0.0,C888694515,846861.38,1261198.35,0,0
577,TRANSFER,113687.0,C379022466,113687.0,0.0,C1223894198,0.0,0.0,1,0
200,CASH_OUT,159232.01,C822900325,159232.01,0.0,C98804816,0.0,159232.01,1,0
208,CASH_OUT,363240.27,C151502168,0.0,0.0,C1355706409,681084.43,1044324.7,0,0
210,CASH_IN,174688.82,C1227005611,1119.0,175807.82,C2020588388,344490.09,169801.27,0,0
168,TRANSFER,7513581.46,C1185526711,7513581.46,0.0,C342454180,0.0,0.0,1,0
136,CASH_IN,131658.24,C1831891955,11322.0,142980.24,C1446265601,0.0,0.0,0,0
205,CASH_OUT,94097.86,C1670604835,0.0,0.0,C627440876,3403827.81,3497925.67,0,0
17,CASH_IN,10876.28,C1482062861,8329690.61,8340566.89,C1656857487,63206.07,52329.79,0,0
254,CASH_IN,282463.76,C721568939,16531.0,298994.76,C65341836,48425.33,0.0,0,0
563,TRANSFER,25529.76,C639239126,25529.76,0.0,C1290190637,0.0,0.0,1,0
540,PAYMENT,697.12,C280251012,27062.0,26364.88,M778773777,0.0,0.0,0,0
35,CASH_OUT,69122.9,C329230311,0.0,0.0,C338862629,3752683.36,3821806.26,0,0
403,PAYMENT,1175.67,C1220860497,199233.39,198057.72,M338741087,0.0,0.0,0,0
324,DEBIT,1540.99,C364421075,20257.0,18716.01,C1068273287,57733.69,59274.68,0,0
361,CASH_OUT,1276300.86,C2057725638,1276300.86,0.0,C1094429579,0.0,1276300.86,1,0
299,CASH_OUT,210830.61,C656077480,439.0,0.0,C750620224,3788508.23,3999338.84,0,0
36,CASH_IN,125414.29,C1087717879,4344278.12,4469692.41,C615633148,531484.03,406069.74,0,0
282,PAYMENT,6340.88,C541168783,0.0,0.0,M242006095,0.0,0.0,0,0
212,TRANSFER,5131896.17,C226207762,5131896.17,0.0,C290920701,0.0,0.0,1,0
347,CASH_IN,113362.94,C1723102092,24587.0,137949.94,C1813410811,3247086.97,3187523.77,0,0
451,PAYMENT,35641.98,C738027992,0.0,0.0,M647079394,0.0,0.0,0,0
170,CASH_OUT,176700.12,C1854024553,176700.12,0.0,C1656789626,0.0,176700.12,1,0
183,PAYMENT,23965.21,C427901435,0.0,0.0,M2073368989,0.0,0.0,0,0
180,CASH_OUT,62233.15,C1280032442,52945.0,0.0,C1667089666,64366.05,126599.2,0,0
155,CASH_OUT,45484.23,C2028132055,173223.0,127738.77,C821326154,556988.46,662508.92,0,0
38,CASH_OUT,248208.73,C65088417,0.0,0.0,C811555732,989644.65,1237853.38,0,0
397,PAYMENT,9150.92,C1734574432,0.0,0.0,M1821578013,0.0,0.0,0,0
356,CASH_OUT,69893.67,C293298719,605486.0,535592.33,C1508397138,81715.67,151609.34,0,0
139,TRANSFER,197593.62,C1257262524,0.0,0.0,C887589474,817790.66,1015384.27,0,0
279,PAYMENT,24140.51,C732230407,0.0,0.0,M1419469115,0.0,0.0,0,0
9,CASH_OUT,406693.65,C1495450640,0.0,0.0,C1568538856,496364.06,984424.07,0,0
400,PAYMENT,49573.68,C430448734,0.0,0.0,M476213,0.0,0.0,0,0
522,CASH_OUT,195414.22,C1931884521,104593.0,0.0,C494328780,336998.11,532412.33,0,0
579,TRANSFER,1632500.22,C1055490123,1632500.22,0.0,C1000836187,0.0,0.0,1,0
371,CASH_OUT,125758.43,C1940295331,434.0,0.0,C2013522022,28335.96,154094.4,0,0
214,CASH_OUT,225414.34,C1102210586,45554.0,0.0,C354172677,0.0,225414.34,0,0
379,CASH_OUT,274751.1,C818489116,55268.44,0.0,C1710356912,0.0,274751.1,0,0
16,CASH_OUT,59850.94,C1949930737,0.0,0.0,C2066544840,304300.47,364151.41,0,0
163,CASH_OUT,248422.78,C1264617000,0.0,0.0,C719580035,248803.84,497226.62,0,0
371,CASH_IN,317737.76,C898184551,3336383.07,3654120.82,C1829185622,443222.41,125484.65,0,0
132,PAYMENT,5017.91,C445439516,366160.39,361142.48,M1286376155,0.0,0.0,0,0
285,PAYMENT,6108.0,C1485635039,35224.0,29116.0,M1196714819,0.0,0.0,0,0
304,CASH_OUT,262439.14,C166564777,0.0,0.0,C1448260983,2794642.53,3057081.66,0,0
406,CASH_OUT,126192.63,C1660121126,126192.63,0.0,C39677871,0.0,126192.63,1,0
125,TRANSFER,222097.11,C988834023,222097.11,0.0,C21867933,0.0,0.0,1,0
251,PAYMENT,12617.11,C1812418129,339181.87,326564.76,M1924423059,0.0,0.0,0,0
254,PAYMENT,12130.54,C660440589,793473.0,781342.46,M226631683,0.0,0.0,0,0
388,TRANSFER,960196.16,C1335615679,960196.16,0.0,C650152764,0.0,0.0,1,0
259,PAYMENT,7777.9,C1277899212,51320.7,43542.81,M1430469005,0.0,0.0,0,0
176,CASH_OUT,665489.33,C1008719694,665489.33,0.0,C1320083995,1184319.45,1849808.78,1,0
238,CASH_OUT,133989.61,C285621182,0.0,0.0,C755223579,2111870.44,2245860.05,0,0
8,TRANSFER,222.0,C1961506277,222.0,0.0,C378841819,0.0,267095.19,1,0
564,TRANSFER,55828.87,C76954571,55828.87,0.0,C1263626792,0.0,0.0,1,0
99,CASH_OUT,130653.37,C2001925235,130653.37,0.0,C238467459,89246.77,219900.14,1,0
360,PAYMENT,6202.78,C1492608205,0.0,0.0,M871535539,0.0,0.0,0,0
326,CASH_OUT,67117.38,C2144536622,0.0,0.0,C1874378693,86632.22,153749.6,0,0
275,CASH_IN,305515.42,C539780774,164340.63,469856.05,C1580543546,11104497.77,10798982.35,0,0
557,CASH_OUT,111467.61,C176907849,111467.61,0.0,C1483387344,668384.6,779852.21,1,0
730,TRANSFER,156396.46,C696760428,156396.46,0.0,C577061559,0.0,0.0,1,0
309,TRANSFER,8807479.35,C1733790337,0.0,0.0,C1339088789,10645961.19,19453440.53,0,0
355,CASH_OUT,393150.28,C514574551,10278.0,0.0,C469323646,1384373.66,1777523.94,0,0
410,CASH_OUT,1232013.7,C1626793558,1232013.7,0.0,C1907745534,0.0,1232013.7,1,0
251,TRANSFER,609416.21,C145364,609416.21,0.0,C312230940,0.0,0.0,1,0
281,CASH_OUT,95449.79,C1994295670,303510.0,208060.21,C1009064335,442756.28,538206.08,0,0
303,CASH_IN,71704.86,C1520695757,72889.0,144593.86,C125480376,749834.49,678129.63,0,0
401,CASH_OUT,208364.48,C1579238917,19854.0,0.0,C2145016601,5085.66,213450.15,0,0
529,CASH_OUT,1399724.98,C907660116,1399724.98,0.0,C1464428552,440633.99,1840358.97,1,0
331,CASH_IN,30780.17,C974215960,5746217.64,5776997.81,C1491369706,326821.01,296040.84,0,0
424,TRANSFER,2772748.37,C366210516,2772748.37,0.0,C1877132706,0.0,0.0,1,0
204,TRANSFER,148138.9,C438250658,0.0,0.0,C1119339680,2972134.91,3120273.82,0,0
133,CASH_OUT,298403.53,C606301780,58558.0,0.0,C1051223589,0.0,298403.53,0,0
206,CASH_OUT,127846.92,C1562673924,152748.16,24901.24,C637016180,134408.52,262255.44,0,0
206,PAYMENT,7821.57,C873214337,0.0,0.0,M103565633,0.0,0.0,0,0
235,PAYMENT,7079.39,C1258000121,438012.0,430932.61,M201691622,0.0,0.0,0,0
274,CASH_OUT,417787.06,C1653173465,36702.0,0.0,C339666788,0.0,417787.06,0,0
305,CASH_OUT,25147.21,C1737325183,53513.0,28365.79,C1151133266,0.0,25147.21,0,0
182,CASH_IN,293570.92,C239080633,4953054.75,5246625.67,C29078494,2386211.73,2092640.81,0,0
253,CASH_OUT,168622.3,C294300042,168622.3,0.0,C1850704979,941451.87,1110074.16,1,0
162,CASH_IN,30556.55,C535463025,6241526.33,6272082.88,C374788578,820354.41,789797.87,0,0
156,PAYMENT,5551.08,C364518842,142919.56,137368.47,M502657115,0.0,0.0,0,0
182,PAYMENT,17064.92,C688953824,20718.0,3653.08,M988841070,0.0,0.0,0,0
175,TRANSFER,895565.06,C1046781112,895565.06,0.0,C556777856,0.0,0.0,1,0
404,CASH_IN,174889.95,C1141544350,4658543.95,4833433.9,C2008518777,1533321.89,1358431.94,0,0
16,CASH_OUT,102275.08,C1803268605,0.0,0.0,C811694767,373600.77,475875.84,0,0
283,PAYMENT,2530.29,C875824206,100467.0,97936.71,M648037610,0.0,0.0,0,0
9,CASH_OUT,1154353.99,C1034219836,1154353.99,0.0,C1195589213,162222.0,1965587.6,1,0
315,TRANSFER,76640.82,C1716897320,76640.82,0.0,C233158023,0.0,0.0,1,0
304,CASH_IN,264560.08,C1078701629,2654646.6,2919206.68,C2142030324,413823.73,149263.65,0,0
285,PAYMENT,14924.86,C1059787650,70623.0,55698.14,M1541098232,0.0,0.0,0,0
600,TRANSFER,1649039.58,C114531117,1649039.58,0.0,C267782135,0.0,0.0,1,0
478,PAYMENT,7349.87,C296262272,0.0,0.0,M690624032,0.0,0.0,0,0
403,PAYMENT,17420.96,C327876021,96797.68,79376.73,M1699240722,0.0,0.0,0,0
350,CASH_OUT,330741.6,C1942100445,185.0,0.0,C1431115701,1122731.92,1453473.53,0,0
376,TRANSFER,147180.74,C1929384297,10058.0,0.0,C743342279,2099436.36,2246617.1,0,0
39,CASH_OUT,239086.46,C1645664957,404.0,0.0,C1400555003,1163545.09,1402631.54,0,0
181,PAYMENT,10327.03,C360775561,0.0,0.0,M1026978190,0.0,0.0,0,0
332,CASH_OUT,180979.35,C1575335087,11652.0,0.0,C134214261,1494110.66,1675090.01,0,0
297,CASH_IN,133906.59,C1152060593,6641172.02,6775078.61,C1001309617,6097506.34,6075227.86,0,0
514,TRANSFER,5912204.0,C1709845779,5912204.0,0.0,C1035435015,0.0,0.0,1,0
281,CASH_OUT,91689.77,C868153743,513054.0,421364.23,C1006320918,0.0,91689.77,0,0
329,CASH_OUT,335967.91,C1720940603,16763.0,0.0,C1117385467,0.0,335967.91,0,0
23,TRANSFER,146127.1,C1866778945,146127.1,0.0,C225469649,0.0,0.0,1,0
371,TRANSFER,1890673.83,C534199374,115842.0,0.0,C1148833601,0.0,1890673.83,0,0
112,CASH_OUT,42418.85,C1471675468,42418.85,0.0,C2104637765,0.0,42418.85,1,0
234,CASH_IN,382871.11,C680903113,7004569.49,7387440.6,C1653555821,875031.8,492160.69,0,0
231,PAYMENT,13948.57,C999318802,99660.25,85711.68,M744663208,0.0,0.0,0,0
732,CASH_OUT,311832.17,C269908889,311832.17,0.0,C1665325568,0.0,311832.17,1,0
349,PAYMENT,14236.61,C601223153,36568.17,22331.56,M1844456910,0.0,0.0,0,0
399,CASH_IN,197065.52,C1468125811,5865761.36,6062826.88,C1466098432,296832.25,99766.74,0,0
51,CASH_OUT,1170282.92,C555990868,1170282.92,0.0,C1318550066,173264.14,1343547.06,1,0
182,CASH_IN,380745.21,C2002893105,528166.0,908911.21,C955375957,0.0,0.0,0,0
305,CASH_IN,190379.47,C1402146825,128.0,190507.47,C1748877850,18830.23,0.0,0,0
283,CASH_OUT,142.73,C930865438,5650.82,5508.09,C1898805768,156334.63,156477.36,0,0
16,TRANSFER,314627.02,C1744205354,0.0,0.0,C1568059495,1125709.24,1719983.31,0,0
9,PAYMENT,25926.89,C1666317911,0.0,0.0,M161423039,0.0,0.0,0,0
234,CASH_OUT,280838.23,C1154726295,0.0,0.0,C1722586343,458017.04,738855.27,0,0
143,TRANSFER,1822754.86,C809314999,1822754.86,0.0,C421219545,0.0,0.0,1,0
460,CASH_OUT,998086.61,C175000067,998086.61,0.0,C1507172682,440777.77,1438864.38,1,0
253,TRANSFER,418896.64,C1922440763,291444.0,0.0,C237945477,12388464.2,12807360.84,0,0
12,TRANSFER,506591.47,C663505369,0.0,0.0,C312537393,6123036.81,6629628.27,0,0
284,CASH_OUT,173134.62,C1806695417,11158.0,0.0,C1570698932,157304.81,330439.43,0,0
182,PAYMENT,36509.37,C848869246,163901.0,127391.63,M171525218,0.0,0.0,0,0
382,TRANSFER,1894345.86,C661371185,96617.76,0.0,C1196156932,14115456.38,16009802.24,0,0
154,PAYMENT,13019.82,C1782363498,0.0,0.0,M1763711061,0.0,0.0,0,0
36,CASH_OUT,270566.57,C300451543,6494.0,0.0,C35275622,0.0,586645.37,0,0
259,CASH_OUT,76276.87,C622628894,72.0,0.0,C389084886,2907461.92,2983738.78,0,0
45,TRANSFER,38894.96,C156667747,0.0,0.0,C1819642049,1601852.78,1640747.75,0,0
201,PAYMENT,3633.3,C2119765246,0.0,0.0,M886252362,0.0,0.0,0,0
421,TRANSFER,10000000.0,C2074382913,15455965.86,5455965.86,C48227187,0.0,0.0,1,0
40,PAYMENT,18959.76,C1040752245,27996.17,9036.41,M1409523980,0.0,0.0,0,0
8,CASH_OUT,222.0,C1737727444,222.0,0.0,C588779235,24708.0,171647.35,1,0
282,CASH_IN,181852.5,C724431174,16671.0,198523.5,C1544820031,2333850.32,2151997.82,0,0
710,CASH_OUT,10000000.0,C211624085,10000000.0,0.0,C242007270,25608.72,10025608.72,1,0
321,PAYMENT,647.86,C537254855,20912.0,20264.14,M1113872265,0.0,0.0,0,0
227,PAYMENT,11542.2,C1939202233,0.0,0.0,M1918309462,0.0,0.0,0,0
226,CASH_OUT,73230.68,C830500142,15318.0,0.0,C898900309,0.0,73230.68,0,0
329,PAYMENT,15977.08,C1893512468,0.0,0.0,M1998907684,0.0,0.0,0,0
205,TRANSFER,475315.61,C562497743,475315.61,0.0,C812512392,0.0,0.0,1,0
400,CASH_OUT,59881.62,C1576511361,511678.0,451796.38,C797211008,263887.86,323769.47,0,0
131,CASH_OUT,2540410.33,C1229867171,2540410.33,0.0,C985114937,0.0,2301330.2,1,0
348,PAYMENT,11964.48,C1584890952,0.0,0.0,M1226746512,0.0,0.0,0,0
161,CASH_IN,152264.79,C403400411,7311799.52,7464064.31,C42980817,425233.96,272969.17,0,0
135,PAYMENT,28829.6,C669015602,11622.0,0.0,M1914353903,0.0,0.0,0,0
119,CASH_OUT,2040209.74,C248036406,2040209.74,0.0,C646526180,11240377.72,13280587.46,1,0
97,CASH_OUT,4454632.3,C933443756,4454632.3,0.0,C791106926,387523.26,4842155.56,1,0
558,CASH_OUT,2190762.32,C1784567244,2190762.32,0.0,C730906537,0.0,2190762.32,1,0
382,CASH_OUT,312407.0,C1964485145,0.0,0.0,C812634788,1071180.55,1383587.54,0,0
162,CASH_IN,315033.43,C1183487000,1317046.65,1632080.08,C945553104,2597481.08,2282447.65,0,0
300,CASH_OUT,344993.93,C1541357574,340665.57,0.0,C439485267,427499.46,772493.39,0,0
256,PAYMENT,1487.9,C1438200563,0.0,0.0,M1288905020,0.0,0.0,0,0
356,CASH_OUT,5952739.3,C902008507,5952739.3,0.0,C1795644557,26300.83,5979040.12,1,0
268,CASH_OUT,2219475.13,C10511157,2219475.13,0.0,C830333385,589145.32,2808620.45,1,0
39,CASH_OUT,351232.88,C1856690088,51462.0,0.0,C1123833225,473022.34,824255.22,0,0
321,PAYMENT,3251.83,C1196798426,0.0,0.0,M1627481467,0.0,0.0,0,0
564,CASH_OUT,33405.2,C2109520837,0.0,0.0,C996519712,61594649.49,61628054.7,0,0
260,PAYMENT,635.75,C172382557,203341.4,202705.64,M1267635786,0.0,0.0,0,0
639,CASH_OUT,45890.12,C964390275,45890.12,0.0,C448797974,3851863.42,3897753.54,1,0
96,PAYMENT,7033.77,C360978145,23071.0,16037.23,M2024798119,0.0,0.0,0,0
163,CASH_OUT,285918.58,C672165053,7078.0,0.0,C1628601380,0.0,285918.58,0,0
355,CASH_IN,346812.42,C769536019,645999.38,992811.8,C1683110693,2876152.93,2529340.51,0,0
353,PAYMENT,11080.01,C309396822,0.0,0.0,M1730109313,0.0,0.0,0,0
391,CASH_OUT,172362.84,C2086071347,172362.84,0.0,C402578336,543266.37,715629.21,1,0
579,TRANSFER,3085336.66,C162812306,3085336.66,0.0,C2127407367,0.0,0.0,1,0
309,CASH_OUT,3490916.0,C1526528147,3490916.0,0.0,C138172146,112756.43,3603672.42,1,0
328,PAYMENT,41602.57,C1189569123,114574.74,72972.17,M1723096539,0.0,0.0,0,0
36,CASH_OUT,320205.6,C1767542468,0.0,0.0,C1535007005,623617.34,1130032.26,0,0
321,CASH_OUT,526787.54,C17858706,526787.54,0.0,C756639057,2422.53,563605.43,1,0
241,CASH_OUT,657417.64,C1843566745,657417.64,0.0,C742045843,0.0,657417.64,1,0
531,PAYMENT,7306.79,C1221981754,11527.0,4220.21,M1736752545,0.0,0.0,0,0
188,CASH_IN,206286.99,C1385620979,22373566.89,22579853.88,C1761580683,958464.76,752177.77,0,0
262,CASH_OUT,2914653.69,C551410627,2914653.69,0.0,C1503946435,558015.85,3472669.53,1,0
621,TRANSFER,6038051.03,C1986822150,6038051.03,0.0,C432052755,0.0,0.0,1,0
398,CASH_OUT,146323.99,C523197470,2244.0,0.0,C1794635988,0.0,146323.99,0,0
304,CASH_OUT,91580.42,C82621429,0.0,0.0,C1262229878,218272.92,309853.34,0,0
521,TRANSFER,525155.79,C66538497,525155.79,0.0,C586669216,0.0,0.0,1,0
688,PAYMENT,11755.74,C286501,393463.87,381708.14,M1928446451,0.0,0.0,0,0
88,CASH_OUT,337994.64,C889382301,337994.64,0.0,C3107126,0.0,337994.64,1,0
329,CASH_IN,83739.65,C314303743,12675573.25,12759312.9,C240657512,1382757.91,1299018.26,0,0
331,CASH_OUT,309879.17,C767840602,0.0,0.0,C2070718657,332658.75,642537.92,0,0
157,PAYMENT,8413.43,C848901718,105153.0,96739.57,M775471753,0.0,0.0,0,0
10,CASH_OUT,51838.11,C1443276015,0.0,0.0,C787593204,657911.52,709749.62,0,0
74,TRANSFER,158489.29,C1694745551,158489.29,0.0,C43669214,0.0,0.0,1,0
356,PAYMENT,9843.29,C359398463,25754.0,15910.71,M1128983505,0.0,0.0,0,0
132,PAYMENT,14330.33,C429956476,33848.77,19518.44,M1398643952,0.0,0.0,0,0
131,PAYMENT,14564.26,C1804541775,605571.46,591007.19,M829625866,0.0,0.0,0,0
326,PAYMENT,26704.06,C1845682753,195214.0,168509.94,M2143751156,0.0,0.0,0,0
233,PAYMENT,4754.5,C1604619726,20935.0,16180.5,M818866379,0.0,0.0,0,0
382,TRANSFER,1465173.76,C166433413,1465173.76,0.0,C609529822,0.0,0.0,1,0
208,PAYMENT,12301.52,C529591782,0.0,0.0,M409142660,0.0,0.0,0,0
250,PAYMENT,40636.3,C333280224,0.0,0.0,M2059237374,0.0,0.0,0,0
397,TRANSFER,1483653.68,C1248073382,0.0,0.0,C796161526,1755690.19,3239343.87,0,0
236,CASH_OUT,6380.8,C622064753,53642.0,47261.2,C853359906,560372.09,566752.89,0,0
332,CASH_IN,312278.07,C1003890696,12698318.61,13010596.68,C50178730,526764.91,214486.84,0,0
140,PAYMENT,1689.38,C1224435916,124845.0,123155.62,M453864799,0.0,0.0,0,0
207,CASH_OUT,7401.05,C1353463712,51424.77,44023.72,C1195657501,150035.32,157436.37,0,0
234,CASH_OUT,470922.15,C985759209,470922.15,0.0,C1610762623,0.0,470922.15,1,0
219,TRANSFER,36371.77,C2064408554,36371.77,0.0,C1562975084,0.0,0.0,1,0
356,CASH_OUT,65349.46,C1589409352,20474.0,0.0,C1585499786,1466574.46,1531923.92,0,0
185,CASH_OUT,110468.66,C1811089863,163141.0,52672.34,C777802876,0.0,110468.66,0,0
408,TRANSFER,429257.45,C1011516202,429257.45,0.0,C908525161,0.0,0.0,1,0
252,CASH_IN,53368.54,C2073322233,3564218.49,3617587.03,C141451877,200368.86,147000.32,0,0
240,PAYMENT,4418.2,C1247766332,84463.0,80044.8,M1060768565,0.0,0.0,0,0
378,CASH_OUT,343819.61,C313455237,301530.0,0.0,C1107272498,575169.0,918988.6,0,0
260,CASH_OUT,145416.18,C747167356,188828.79,43412.61,C1830731010,167560.23,312976.41,0,0
382,CASH_OUT,95064.14,C1882763869,554054.61,458990.47,C1351910497,0.0,95064.14,0,0
37,PAYMENT,7954.81,C1997486735,14483.0,6528.19,M1766167006,0.0,0.0,0,0
353,CASH_OUT,106987.51,C835177002,0.0,0.0,C1097151528,1279502.5,1386490.0,0,0
398,CASH_OUT,74252.6,C899842002,0.0,0.0,C806870622,707502.58,781755.18,0,0
162,PAYMENT,11170.76,C1539933829,0.0,0.0,M1085430454,0.0,0.0,0,0
297,PAYMENT,5430.03,C208133336,4364.0,0.0,M1183593671,0.0,0.0,0,0
374,CASH_OUT,130268.11,C92440886,0.0,0.0,C1327887357,199671.61,329939.72,0,0
31,CASH_OUT,335219.49,C89283631,335219.49,0.0,C1228650470,111675.56,446895.05,1,0
282,PAYMENT,2991.76,C1767241095,0.0,0.0,M904347342,0.0,0.0,0,0
